SalesID,SalesPrice
1228634,26955.745310639082
1228635,32803.133100001134
1228640,27144.012264123336
1228641,37174.808894808884
1228642,30421.886701777184
1228643,29992.61589088873
1228648,15974.781307143146
1228649,30313.81565778992
1228650,11756.432647553973
1228654,55342.3608665443
1228658,35444.62570463306
1228659,47969.66605018077
1228660,26208.58880158512
1228669,15739.029032729108
1228670,11433.480234491457
1228672,24202.64836862341
1228674,11779.90739856549
1228675,29456.96371925861
1228678,12446.801339455755
1228681,21455.283352934475
1228682,27736.137270788782
1228683,28083.293535419114
1228684,36161.7515387376
1228685,35155.40208617492
1228699,37122.635500908335
1228700,28446.63904407713
1228702,15260.794333389926
1228703,39147.8227423448
1228706,46127.82967032968
1228714,49615.06820521526
1228724,31332.443335939657
1228727,21536.873655756008
1228730,36963.873925638625
1228731,15665.71339063986
1228733,18927.61071771366
1228734,22585.02634484252
1228735,19161.292006046067
1228736,18625.61162964143
1228737,61523.378153995414
1228738,66221.8489435401
1228744,7536.874698014403
1228746,11328.261415434981
1228750,15729.356958945198
1228751,24699.95711532476
1228757,40241.11548582137
1228759,33491.68991055098
1228760,35950.0451196407
1228761,44911.34256810727
1228762,35905.39594852172
1228763,53185.34279854133
1228764,46350.77807949131
1228776,34036.57275322716
1228779,25520.461032667878
1228781,28440.05432203961
1228785,20400.93709811144
1228788,22488.006708977297
1228789,13005.955795702122
1228794,39647.679738562096
1228795,43041.60245935982
1228809,29995.353836909566
1228816,27072.45475696617
1228818,16250.967987293063
1228822,19256.554393999246
1228824,26333.880805297205
1228829,19928.45226238903
1228831,32980.10024425466
1228833,39116.01633932516
1228835,23871.301858272447
1228837,31369.478163448744
1228846,26834.244409987434
1228847,15616.141272670688
1228850,30502.776275453136
1228854,19921.83423575335
1228858,33287.071685123155
1228859,38054.724706121764
1228863,66887.55280531016
1228865,28504.483644594715
1228866,45738.97403522403
1228867,37247.89031230208
1228871,57711.23418821174
1228872,42025.61940510469
1228874,13916.246999947076
1228876,13326.910024697523
1228877,13326.910024697523
1228878,13326.910024697523
1228879,11238.551742239242
1228881,16519.385710365197
1228888,9877.091810694752
1228890,16063.528755228828
1228894,12290.716635732117
1228896,10025.83330813923
1228899,22848.616282355983
1228902,52062.86614121172
1228907,70387.58799887476
1228914,16199.265211604414
1228919,27920.205217254366
1228922,12567.205109862618
1228924,32521.693892551088
1228926,22048.86699248464
1228929,48346.5426165252
1228933,84997.71609109845
1228935,9959.439973554136
1228936,10268.342751331913
1228940,49460.31061259002
1228946,51049.0581831023
1228951,27589.950904215606
1228952,28373.416003930706
1228953,64170.6998761043
1228969,56363.47812211009
1228985,30311.156416682734
1228994,33581.06661462892
1228995,24932.404638389933
1228996,11579.151993288215
1228997,11779.511276770758
1228998,35889.325006255924
1228999,22825.273448408312
1229003,11933.072299323767
1229004,11820.711188212656
1229005,12188.818926307893
1229006,42619.723035678915
1229007,26121.97394313203
1229008,12738.369497253976
1229009,11034.374214264692
1229017,25626.785325241202
1229025,12769.432978241803
1229027,21266.89885142091
1229028,34345.591176252936
1229043,17132.94327126835
1229047,11668.75824951193
1229049,23867.777186120842
1229052,19303.479462752875
1229053,21361.286811600276
1229054,27389.110079591886
1229055,32852.43768253733
1229057,32473.838752478456
1229065,43292.18229664785
1229080,12550.018385610492
1229083,22759.388532477155
1229086,59017.820733975925
1229087,23369.312047429692
1229092,31223.712529551347
1229096,15749.385503600284
1229099,30444.224258928203
1229100,15441.743533019271
1229101,15441.743533019271
1229102,50915.87643021465
1229103,32659.0127848516
1229104,15988.227241927318
1229105,36295.890583802735
1229112,21232.696074132844
1229114,44705.1428756572
1229119,50174.11026774224
1229128,19208.554272660887
1229129,27180.162175192938
1229133,82589.07642165766
1229135,83100.24494296551
1229137,32068.651267033616
1229138,60048.9663754002
1229139,12584.373226468235
1229140,61447.15212891682
1229142,10677.970576508116
1229143,10494.106107643644
1229148,10653.515666358351
1229150,71545.36453033549
1229220,7861.424521828933
1229223,63497.23750678859
1229227,32227.83461092284
1229236,42764.295200986366
1229241,12440.015625170037
1229242,23404.62630985572
1229257,36852.112703472994
1229262,12430.133910887589
1229289,26218.517363699255
1229290,31998.873533945123
1229291,17267.128996770058
1229292,24921.593139144996
1229293,26070.061223348373
1229295,21120.63708267424
1229296,24034.092050450407
1229300,56455.05729371248
1229314,51560.72167755991
1229315,39346.73292862825
1229316,21287.77911388878
1229321,12557.26043886454
1229322,25160.83328844358
1229323,26079.76991894271
1229324,24982.129584739876
1229329,23276.475826733178
1229331,22783.615076372425
1229336,60702.669959397885
1229337,58662.87990360746
1229338,52301.5090886782
1229344,20557.33083147789
1229353,37119.59130058395
1229368,27892.014120668915
1229372,11606.212180276147
1229387,10290.157483447925
1229388,11972.189288788551
1229395,82307.49965419855
1229396,58949.079633601694
1229397,36711.41555612143
1229399,29195.290323102825
1229402,10869.78141164248
1229403,10469.26265262372
1229409,53172.612624948146
1229415,70156.45859221903
1229422,37562.48218693071
1229425,13156.652070553
1229428,13196.122554417834
1229429,13906.24584779113
1229439,52868.46093585064
1229443,21070.851288417467
1229444,7344.751920193097
1229454,12683.889741114004
1229455,9966.999218102159
1229459,15513.807049159988
1229463,7030.63856350621
1229471,25015.501524619172
1229473,22471.910796039472
1229474,40821.6785379653
1229475,36817.452254989024
1229476,77077.40703740701
1229477,42290.540248150544
1229480,24080.787996045347
1229497,22588.56548340004
1229498,12759.617793834708
1229511,16430.677471715593
1229513,23783.218277895136
1229514,25743.24322736088
1229515,36993.87251730324
1229516,29638.118387460494
1229517,11725.874651628332
1229518,16396.626458451534
1229519,28193.272009423326
1229520,28193.272009423326
1229521,28624.172187676442
1229522,41975.81459526313
1229523,17211.685159826415
1229536,26929.484806988676
1229539,35145.0220789559
1229541,12956.886220424456
1229543,10486.322674186837
1229546,12988.32588476338
1229547,12627.404847982829
1229548,12563.546872646331
1229549,11726.056375699178
1229553,49252.36690829668
1229564,78167.42449586878
1229567,12141.602153293332
1229580,49663.322232248305
1229581,12584.007052315876
1229582,33368.59202179829
1229583,34926.78841146527
1229585,9100.513613264387
1229586,35918.66017396203
1229589,10047.430765721208
1229590,30064.538324950474
1229591,12057.158458779782
1229594,11333.810889437358
1229597,14530.955256309162
1229601,24038.507804695306
1229604,12738.274574117262
1229606,11133.770129351786
1229609,59681.85852796727
1229620,9100.513613264387
1229622,44006.36314257638
1229624,22714.37420694773
1229639,10915.337529000064
1229646,35897.56688110365
1229648,25501.116453671595
1229649,9560.922694264798
1229654,25346.599795865463
1229656,18054.44075464296
1229657,33475.04034471721
1229671,17661.89268724195
1229672,19948.962747628182
1229676,19370.908604603454
1229677,33954.75661593309
1229679,11010.101137288635
1229680,25978.877029152758
1229681,19151.359435091053
1229689,66610.17751719957
1229690,42284.92111918583
1229691,71219.34686049816
1229708,18974.881545011573
1229711,17456.90833404069
1229726,33831.965352185936
1229728,83767.71968771967
1229729,84820.90303959885
1229730,13744.065361596318
1229734,28362.408739816823
1229739,8543.837451219802
1229740,14524.692987431956
1229741,11264.235483334749
1229742,10589.33967462276
1229743,12322.73166539343
1229754,17490.816432750253
1229759,40262.93132112985
1229762,19325.586387060655
1229763,11233.479019475537
1229772,41107.584173330106
1229775,37904.37750430397
1229777,26380.97570049775
1229783,28999.22624733654
1229784,59809.95627874306
1229785,51840.69809139661
1229789,25235.835981828626
1229790,28343.510513859776
1229795,33891.49917076388
1229798,16618.99090589493
1229804,18860.048801280416
1229807,29444.438006165943
1229809,17294.679660617163
1229810,24774.459147878268
1229811,15729.518544872455
1229812,53693.51802473127
1229814,26610.332593604646
1229816,35736.53159925586
1229817,22346.30216459667
1229820,71473.26969190939
1229821,10868.527810696927
1229822,12350.096843788022
1229825,26110.910791958584
1229827,12737.873785120113
1229832,12737.78119252752
1229841,23709.498795730415
1229842,26671.437313503495
1229848,27419.492495378716
1229860,23498.346834387667
1229862,16258.540599865675
1229869,18763.8512692373
1229873,58526.257420411814
1229874,76894.01645467822
1229875,53272.26840189107
1229876,13177.70263546366
1229877,12520.460403538385
1229878,49421.22676479295
1229879,12373.948627295762
1229884,16079.656097385587
1229889,67726.33158508157
1229890,70430.07406765921
1229893,45971.62696508285
1229896,18796.24444428121
1229902,54943.166939269875
1229905,31213.0811141473
1229906,26857.949660576345
1229907,30964.5620147826
1229908,21361.170172405855
1229910,18014.632025417824
1229924,33351.025978378915
1229927,24900.33739000651
1229928,21039.702496305435
1229929,81078.91498479736
1229930,24913.096542561467
1229932,67255.26082305495
1229934,12615.479605225932
1229937,41071.93037490831
1229939,39284.186593635124
1229942,13918.961838349414
1229948,23689.07858821462
1229955,24071.159702483623
1229970,9189.871709173178
1229974,69577.91290680996
1229975,69577.91290680996
1229977,15076.964813508932
1229999,22583.19669532537
1230003,24234.168008598153
1230004,22238.855577973223
1230005,22528.435123427767
1230008,12658.062039511344
1230010,14886.747073288481
1230011,10279.496537632758
1230014,17738.42089825952
1230018,23581.93573107176
1230019,23689.07858821462
1230020,9763.6391960963
1230021,9763.6391960963
1230022,22716.91638630977
1230025,22805.283952609996
1230029,11982.091907166903
1230030,11869.730796055792
1230032,50984.66929421341
1230037,20923.50994267171
1230038,20920.728038981717
1230039,27140.506459771157
1230041,23390.75828383433
1230047,25468.42178314605
1230094,27966.297963875364
1230106,52931.758109809576
1230114,23296.364112452735
1230117,71193.2253399765
1230120,24740.392718283892
1230121,18216.343928352635
1230122,31103.221601454956
1230123,39366.91338073691
1230133,13239.130312182944
1230139,15974.738661879912
1230140,8008.71765353383
1230146,29420.36545642467
1230149,12570.571371983138
1230150,29131.8280983579
1230156,81092.30732774852
1230162,82989.07679258878
1230165,42349.0421833069
1230166,38441.24254422049
1230167,32698.101253572426
1230169,71888.66569704803
1230170,75386.73457261693
1230171,72688.99038461539
1230172,26861.138240163975
1230173,28640.801152143064
1230174,28640.801152143064
1230175,70373.30534117298
1230176,71042.32891019653
1230177,71042.32891019653
1230178,38316.10439805292
1230179,38316.10439805292
1230181,51864.54877259249
1230210,13265.867846607014
1230216,43076.14383573943
1230217,40086.924378725846
1230221,24075.97369814281
1230222,24111.51026655806
1230227,58136.38849304289
1230230,15273.189291373119
1230232,65870.20264049675
1230233,12906.955251039815
1230234,12427.31072889529
1230235,64064.62027487763
1230236,53895.06024476613
1230237,41392.79097844307
1230238,40362.3789527466
1230239,28759.564119374496
1230265,17546.647038283067
1230266,32864.15561261923
1230267,33838.45672070304
1230268,36530.71454593881
1230274,10331.321114858652
1230277,40338.37655808244
1230286,14183.31057477381
1230287,26662.548424614604
1230294,16270.281779202915
1230300,78846.03669793686
1230301,77333.27866821291
1230303,59056.74901623431
1230305,61754.638913431474
1230309,57377.625022394765
1230312,76568.2786682129
1230314,62189.94882647166
1230321,85725.87265675502
1230322,52907.880744270056
1230324,78502.14780904796
1230325,84776.62967751204
1230326,58332.18830733537
1230327,39045.99724621783
1230328,26662.548424614604
1230329,13277.414489513754
1230338,61739.224831540996
1230339,75357.59240394109
1230341,7625.708443789326
1230342,25246.342449203126
1230364,65345.84704675843
1230366,51681.49949179362
1230369,16155.405044030043
1230370,16351.178992790834
1230374,28748.103247371826
1230376,10669.857227710943
1230389,79116.23930643087
1230390,41218.304158682455
1230391,46595.81402665962
1230393,18879.442907718643
1230401,82062.65505435395
1230404,59431.04813522962
1230405,10696.038604260662
1230409,11240.783974631033
1230410,11354.672863519922
1230411,11354.672863519922
1230412,12034.906729844228
1230413,11240.783974631033
1230414,17135.510099921863
1230420,71498.75451711171
1230421,77153.27919672347
1230422,22300.74310017325
1230423,22300.74310017325
1230424,22300.74310017325
1230425,22300.74310017325
1230426,22845.832520556785
1230427,22845.832520556785
1230428,22845.832520556785
1230429,22845.832520556785
1230430,22845.832520556785
1230431,22845.832520556785
1230432,22845.832520556785
1230433,22845.832520556785
1230434,22845.832520556785
1230435,22845.832520556785
1230436,22845.832520556785
1230437,22845.832520556785
1230438,22845.832520556785
1230439,22845.832520556785
1230440,22845.832520556785
1230441,22845.832520556785
1230442,23404.335380033906
1230443,62606.5140809626
1230446,71932.7274858641
1230447,78945.5459400564
1230448,25900.623505715415
1230457,51029.922278157566
1230458,54782.63697087227
1230463,24395.999570826778
1230464,15644.33751475276
1230477,17132.763562904816
1230481,23883.041500030475
1230495,50709.82037634709
1230496,51427.304036477806
1230498,29192.195566668168
1230499,41111.50416068566
1230502,33854.50428792341
1230503,19940.571848473162
1230513,29619.703223096996
1230514,12584.363494892908
1230519,36118.857935486994
1230520,36141.22391713607
1230521,27027.029086775798
1230522,25062.171057700467
1230523,28668.41803349156
1230529,9559.084067212742
1230530,10090.707998836675
1230533,50224.959962029425
1230534,34978.077395099455
1230536,17702.027381659733
1230538,11869.234773661437
1230544,31339.158510334975
1230549,27457.469246561544
1230554,17375.990264909382
1230555,39639.973963944554
1230557,7267.252452068628
1230559,71392.88336441392
1230560,29775.383989648693
1230566,27052.405964133908
1230567,25526.290935336023
1230568,26640.994394215177
1230570,35671.68766783898
1230571,12585.203534891034
1230572,26969.883462247824
1230573,29368.44314126706
1230574,44880.26245132862
1230575,17323.568077018153
1230576,34503.427332471445
1230577,27258.931861983332
1230582,32520.20567271709
1230583,32878.024362061515
1230584,44880.26245132862
1230585,33114.07000923912
1230591,9612.686815143918
1230597,13193.799617185645
1230598,10503.371245011725
1230611,40892.42841309018
1230613,52684.30351811931
1230615,11364.899418283241
1230617,26495.47131925808
1230618,9482.991302323406
1230619,9551.228481810585
1230620,10117.390370379531
1230634,53407.45323876904
1230635,42691.99126989569
1230636,13074.160213961877
1230637,9886.820925935088
1230646,60154.16671234395
1230650,78239.138850414
1230653,23849.07858821462
1230654,13220.950403190149
1230662,13148.006680246424
1230668,19596.398416126354
1230669,19453.129185357124
1230670,19642.234876778988
1230671,19365.711442574302
1230673,36377.158998409
1230676,29270.74032991719
1230677,28033.871610401413
1230678,36310.26850544537
1230693,29993.104935083265
1230697,10967.478904673755
1230700,12674.735610787275
1230701,11712.372390572387
1230706,50314.04527969736
1230708,31670.53934491434
1230710,34537.39787581699
1230711,37923.73866737836
1230712,15914.57538703127
1230715,14418.442179108586
1230716,28141.305094687454
1230718,12136.507500934164
1230740,20854.115634501664
1230742,11856.151133015876
1230746,12036.579873987383
1230752,23556.439128832986
1230754,11875.489517018932
1230756,27379.339467449758
1230757,11760.792143557623
1230760,12658.726084373146
1230761,12764.428017924343
1230762,12727.06269955535
1230767,10062.314818867064
1230789,36378.15188624012
1230792,11642.792664742661
1230810,66512.05099094803
1230812,83571.54064617302
1230822,76708.13236442494
1230826,59875.49257967407
1230885,31489.470088734794
1230886,29235.171848705137
1230887,13091.795648931675
1230888,30355.319565496426
1230891,26052.309982365125
1230894,29506.936289201
1230905,32943.53116790617
1230909,40821.6733288498
1230953,12153.997111276525
1230966,40848.76209030621
1230983,28627.642966768355
1230986,71133.54847630583
1230987,37002.911479860006
1230988,23667.65321922086
1230989,71376.83648459382
1231007,8171.676832889333
1231014,72166.72989864166
1231015,60371.556681336115
1231016,81559.89302063602
1231017,12733.173922504222
1231019,65254.92063220005
1231020,81196.73974961511
1231021,31438.3218316055
1231022,17268.570115206145
1231024,45482.59970013646
1231042,22374.695159107887
1231045,22976.824088221143
1231046,33048.76682957565
1231047,22067.263246693397
1231048,22612.35266707693
1231049,22724.78856451283
1231050,22612.35266707693
1231051,22612.35266707693
1231054,13290.937747681168
1231060,10290.287195776358
1231068,23625.33820387129
1231073,25990.86229266377
1231074,50008.85500353477
1231075,39559.96855268915
1231079,30524.284437648406
1231080,30130.33207082964
1231081,39208.805977519216
1231082,51284.95917517008
1231091,28104.823284000147
1231098,32827.717658158836
1231102,12161.777026214522
1231105,22056.746230213143
1231106,17854.9868996744
1231107,15010.274923687422
1231108,12913.628701321042
1231111,20876.960763011502
1231112,16701.023040498658
1231113,16850.821186267007
1231115,12216.391096648447
1231120,11977.660395675874
1231127,26839.232863405658
1231128,26711.81523473802
1231129,13295.36352305102
1231133,26691.72159811866
1231152,82649.73300048764
1231153,83954.35006098705
1231158,12729.272821512566
1231159,29712.14602799161
1231160,65212.10551159081
1231161,20927.483207029894
1231164,12139.178495903534
1231168,10908.570870435035
1231183,29417.905680991982
1231184,17231.748209307032
1231185,17231.748209307032
1231189,22143.34348181775
1231194,56809.23355783649
1231195,24767.366617587202
1231196,25834.15526535012
1231197,56406.45537261444
1231198,51635.33905393426
1231200,13238.729925167421
1231201,57302.95366562976
1231204,13418.112948462212
1231205,12656.955464905464
1231206,34468.31823322303
1231207,22430.503029284955
1231213,33263.26709918622
1231242,9702.819140933885
1231243,9011.020677958953
1231244,9816.362266517452
1231245,12493.14439207164
1231246,10421.895827183364
1231250,23169.627713152287
1231262,38742.988211407326
1231264,23860.354556255294
1231265,22430.503029284955
1231267,12017.47295908712
1231269,28731.955785027374
1231275,30923.24380792067
1231276,32337.664383618325
1231284,14806.788589642496
1231297,10026.593653207816
1231298,23394.352387155333
1231299,16200.599466265876
1231300,7597.532304160981
1231301,29702.234120046618
1231318,17153.05692360472
1231319,29125.974945533773
1231320,12931.12272572199
1231324,33023.7733505458
1231326,33492.89748718058
1231331,41532.04335696983
1231332,40235.42550994757
1231333,38329.695520982285
1231334,67914.71973832269
1231336,9910.059321526427
1231340,12027.304780316003
1231342,28326.126224674015
1231344,43369.29743555808
1231346,9352.636955880378
1231347,9937.556486670648
1231363,24012.325313016874
1231382,10298.32246889677
1231387,12471.92692683134
1231394,31072.771078050486
1231395,27618.646844032868
1231396,36901.8153469624
1231397,33360.57102075484
1231398,46373.81667216226
1231402,23445.67014235764
1231405,10884.032547545045
1231418,18216.0680396673
1231427,10394.734613125092
1231432,29911.472117064222
1231438,25346.599795865463
1231439,11215.495251616574
1231440,24763.560047236908
1231441,20860.048174184205
1231444,13149.091524352549
1231445,11991.943097643094
1231446,74175.2755754594
1231447,31861.838084014944
1231449,12521.506176965739
1231451,41457.61093274057
1231453,23874.513149690007
1231457,52955.300206616004
4244769,17198.894623758595
4245421,13304.54189072881
4245631,18093.637029160927
4245744,12772.684396485865
4245803,38568.321021298965
4245945,39382.11521321815
4245946,36489.063039357156
4245963,39667.104560744265
4245974,36495.35272189684
4245977,39125.959910187856
4246000,39125.959910187856
4246035,21973.89018851519
4246304,26102.854774582716
4246330,28730.283549511492
4246394,33110.99539106118
4246516,37147.82852632119
4247100,75142.83032871268
4247186,37311.47607402058
4247558,22934.644896633865
4247587,21353.311817675785
4247591,20906.29345477507
4247806,9077.236333247363
4247847,19531.605630072543
4247848,19482.94491578683
4248148,11031.772634908666
4248188,7979.687157749658
4248195,7979.687157749658
4248592,13540.270202062871
4248639,28712.607517754575
4248804,37604.7499579368
4249085,57468.54985428516
4249434,11234.709460101876
4249500,11070.418126056089
4249501,12469.775678433765
4249564,12718.448660680278
4249598,13191.909330457125
4249657,15430.098971290146
4249784,17256.48106686342
4249870,17108.47926516566
4249900,17108.47926516566
4250006,19083.115092115342
4250011,20290.260776954525
4250165,21533.81233145939
4250166,19333.928081042053
4250170,19226.123494560994
4250180,18949.921347035317
4250181,19389.21503673342
4250187,18949.921347035317
4250189,19389.21503673342
4250195,19354.153797591294
4250196,21263.60069124775
4250532,19220.505444410104
4250533,23764.977518754607
4250720,22473.97072290455
4250723,20290.260776954525
4250724,21647.6379387225
4250736,21488.918151565213
4250737,21647.6379387225
4250740,20290.260776954525
4250761,22904.08635142091
4251102,25620.461078953722
4251551,23978.284603740485
4251556,25571.06187453614
4251567,21593.18123461506
4251571,25095.31729640185
4251577,21593.18123461506
4251578,25095.31729640185
4251599,20997.486188920015
4251600,23978.284603740485
4251932,14977.634206078865
4252078,27320.724498812735
4252090,27395.112653550157
4252210,27712.243535331767
4252211,27474.263121818272
4252220,28949.16391342862
4252230,28346.35268598504
4252433,28289.69583793113
4252435,28832.117454304956
4252518,28395.1824764288
4252528,15096.594738594735
4252745,27641.941735688062
4252771,28904.44173568806
4253077,83617.49900426372
4253122,28482.174145571204
4253168,83075.48350678962
4253319,13172.184336740258
4253334,12954.566676622597
4253816,16845.191381603145
4253821,15746.261118919207
4254197,27180.315094790833
4254420,15683.719204270676
4254430,15974.991768852062
4254432,15974.991768852062
4255593,27486.01269101269
4256309,33709.116563338626
4256767,17770.853928700868
4256944,20198.59543739213
4256946,18454.049504380633
4256949,20313.04036283705
4257562,30308.57083194583
4257625,11968.824426727095
4257911,26040.146422205242
4258258,20111.280622577313
4258379,24464.109836242194
4258743,50267.49827557491
4258746,49780.1876695143
4259415,47251.70210508447
4259422,47251.70210508447
4259441,46606.69372294374
4259443,47718.93384121326
4259495,29066.33192175471
4259919,24918.15610738018
4260544,63934.12308552013
4261266,26155.78949291449
4261719,24619.198484385983
4261850,23220.49048052338
4262040,24127.23614117364
4262383,26198.115561947798
4262648,50587.08118170386
4263175,42438.941668210246
4263629,23461.455354830356
4263635,22501.401242276243
4263640,27470.753851268553
4263743,15975.71711825756
4263815,14779.863325407247
4263994,13378.688230097789
4264243,13856.494638259344
4264883,11803.88495396216
4264937,44603.525053378
4265049,34959.35475200181
4265438,47593.29128817518
4265461,39290.691065202
4265929,46485.658334040694
4265934,45548.38966588968
4266464,20720.767529018107
4266504,21681.005236571993
4266674,58072.30151928681
4266675,59628.666930836036
4266764,30298.52734003469
4266861,42827.159507159515
4266946,9216.857223357998
4267214,20426.164423961116
4267312,20618.051786598477
4267490,34934.85132974897
4267760,32678.455630045333
4267763,37424.06618259192
4267780,32715.971854289495
4268060,52617.655367508305
4268061,61255.18474036855
4268197,37663.80741698388
4268315,16118.628001491972
4268505,39048.38898717382
4268714,6900.596707622444
4268732,9661.727573868055
4269337,33399.84033052717
4269357,41884.060177152285
4269612,25045.004369412265
4269613,24500.930295338192
4269930,37773.990773387835
4270060,11150.049905539649
4270062,10824.677130166874
4270063,11127.524853249894
4270064,10046.530856913982
4270066,10036.208752003642
4270914,18796.62589422173
4270948,19802.352686665192
4271189,15425.767384304148
4271195,15296.56412228839
4271342,20441.27927981604
4272082,15808.481086043585
4272591,21584.683302808302
4273027,41244.468913296325
4273392,49441.17872481263
4273722,36910.98507902487
4273931,16816.114903478872
4274690,20488.369246915936
4274691,20315.776654323345
4274696,18119.07595940709
4274697,18529.435534322918
